,visit_id,cookie_id,page_id,event_type,sequence_number,event_time
10038,2b0f2b,6008f3,3,1,3,2020-03-10 12:25:31.153505
10039,2b0f2b,6008f3,4,1,4,2020-03-10 12:26:09.176824
10040,2b0f2b,6008f3,6,1,5,2020-03-10 12:26:16.160373
10041,2b0f2b,6008f3,11,1,6,2020-03-10 12:26:47.577387
10042,2b0f2b,6008f3,11,2,7,2020-03-10 12:27:32.31412
10043,2b0f2b,6008f3,12,1,8,2020-03-10 12:28:07.779952
10044,2b0f2b,6008f3,13,3,9,2020-03-10 12:28:57.220323
10045,8f835a,114144,1,1,1,2020-03-18 03:27:08.850441
10046,8f835a,114144,3,1,2,2020-03-18 03:27:34.214463
10047,8f835a,114144,4,1,3,2020-03-18 03:27:44.176342
10048,8f835a,114144,4,2,4,2020-03-18 03:28:10.964692
10049,8f835a,114144,9,1,5,2020-03-18 03:28:37.225462
10050,8f835a,114144,12,1,6,2020-03-18 03:28:53.646894
10051,8f835a,114144,13,3,7,2020-03-18 03:29:07.844094
10052,fe90e4,1194cc,1,1,1,2020-02-02 06:57:57.475015
10053,fe90e4,1194cc,2,1,2,2020-02-02 06:57:59.432894
10054,fe90e4,1194cc,3,1,3,2020-02-02 06:58:43.252661
10055,fe90e4,1194cc,3,2,4,2020-02-02 06:59:07.533538
10056,fe90e4,1194cc,5,1,5,2020-02-02 06:59:26.432956
10057,fe90e4,1194cc,7,1,6,2020-02-02 07:00:21.175278
10058,fe90e4,1194cc,9,1,7,2020-02-02 07:01:09.950591
10059,fe90e4,1194cc,10,1,8,2020-02-02 07:01:26.619954
10060,fe90e4,1194cc,12,1,9,2020-02-02 07:02:07.420746
10061,fe90e4,1194cc,13,3,10,2020-02-02 07:02:47.478901
10062,8ab78e,728449,1,1,1,2020-05-03 06:50:57.958586
10063,8ab78e,728449,2,1,2,2020-05-03 06:51:41.051682
10064,8ab78e,728449,4,1,3,2020-05-03 06:51:52.500678
10065,8ab78e,728449,4,2,4,2020-05-03 06:52:15.883721
10066,8ab78e,728449,5,1,5,2020-05-03 06:52:49.432448
10067,8ab78e,728449,5,2,6,2020-05-03 06:53:13.105659
10068,8ab78e,728449,6,1,7,2020-05-03 06:54:08.746311
10069,8ab78e,728449,9,1,8,2020-05-03 06:54:51.963531
10070,8ab78e,728449,11,1,9,2020-05-03 06:55:42.260503
10071,8ab78e,728449,12,1,10,2020-05-03 06:55:43.449064
10072,4274e4,8f4a6d,1,1,1,2020-04-08 16:06:33.515536
10073,4274e4,8f4a6d,2,1,2,2020-04-08 16:06:56.983722
10074,4274e4,8f4a6d,3,1,3,2020-04-08 16:07:34.79413
10075,4274e4,8f4a6d,5,1,4,2020-04-08 16:08:33.726192
10076,4274e4,8f4a6d,6,1,5,2020-04-08 16:08:56.237888
10077,4274e4,8f4a6d,8,1,6,2020-04-08 16:09:13.200643
10078,4274e4,8f4a6d,11,1,7,2020-04-08 16:10:05.163852
10079,4274e4,8f4a6d,11,2,8,2020-04-08 16:10:51.715809
10080,4274e4,8f4a6d,12,1,9,2020-04-08 16:11:30.689891
10081,4274e4,8f4a6d,13,3,10,2020-04-08 16:11:56.388986
10082,b69d2b,a96445,1,1,1,2020-01-26 09:02:04.120598
10083,b69d2b,a96445,2,1,2,2020-01-26 09:02:08.538529
10084,b69d2b,a96445,3,1,3,2020-01-26 09:02:41.675668
10085,b69d2b,a96445,4,1,4,2020-01-26 09:03:10.461167
10086,b69d2b,a96445,5,1,5,2020-01-26 09:03:35.870099
10087,b69d2b,a96445,5,2,6,2020-01-26 09:04:09.865268
10088,b69d2b,a96445,9,1,7,2020-01-26 09:04:54.034846
10089,b69d2b,a96445,11,1,8,2020-01-26 09:05:13.340812
10090,b69d2b,a96445,11,2,9,2020-01-26 09:05:17.29896
10091,b69d2b,a96445,12,1,10,2020-01-26 09:05:37.8869
10092,fed598,4330a5,1,1,1,2020-01-27 18:47:07.823331
10093,fed598,4330a5,2,1,2,2020-01-27 18:47:26.406255
10094,fed598,4330a5,3,1,3,2020-01-27 18:47:28.463662
10095,fed598,4330a5,5,1,4,2020-01-27 18:47:50.793231
10096,fed598,4330a5,6,1,5,2020-01-27 18:48:14.952859
10097,fed598,4330a5,7,1,6,2020-01-27 18:48:15.581883
10098,fed598,4330a5,9,1,7,2020-01-27 18:48:51.062448
10099,fed598,4330a5,11,1,8,2020-01-27 18:49:39.897415
10100,fed598,4330a5,11,2,9,2020-01-27 18:49:53.4805
10101,fed598,4330a5,12,1,10,2020-01-27 18:50:50.753506
10102,fed598,4330a5,13,3,11,2020-01-27 18:51:17.926426
10103,cc850f,31ed15,1,1,1,2020-03-09 10:57:52.148835
10104,cc850f,31ed15,5,1,2,2020-03-09 10:58:16.113199
10105,cc850f,31ed15,6,1,3,2020-03-09 10:58:55.517821
10106,cc850f,31ed15,7,1,4,2020-03-09 10:58:55.544559
10107,cc850f,31ed15,7,2,5,2020-03-09 10:59:33.747578
10108,cc850f,31ed15,9,1,6,2020-03-09 10:59:45.69004
10109,cc850f,31ed15,11,1,7,2020-03-09 10:59:48.993429
10110,cc850f,31ed15,11,2,8,2020-03-09 11:00:37.90745
10111,cc850f,31ed15,12,1,9,2020-03-09 11:01:32.547575
10112,cc850f,31ed15,13,3,10,2020-03-09 11:02:29.496238
10113,9e4744,e56007,1,1,1,2020-02-19 18:08:16.753777
10114,9e4744,e56007,4,1,2,2020-02-19 18:09:10.939629
10115,9e4744,e56007,6,1,3,2020-02-19 18:10:10.197129
10116,9e4744,e56007,6,2,4,2020-02-19 18:11:04.671311
10117,9e4744,e56007,7,1,5,2020-02-19 18:11:06.004594
10118,9e4744,e56007,7,2,6,2020-02-19 18:11:46.530018
10119,9e4744,e56007,10,1,7,2020-02-19 18:12:38.563946
10120,46d116,384ea6,1,1,1,2020-02-24 15:24:21.595527
10121,46d116,384ea6,2,1,2,2020-02-24 15:24:41.711305
10122,46d116,384ea6,3,1,3,2020-02-24 15:25:37.835772
10123,46d116,384ea6,4,1,4,2020-02-24 15:25:52.490856
10124,46d116,384ea6,4,2,5,2020-02-24 15:26:18.392231
10125,46d116,384ea6,6,1,6,2020-02-24 15:26:39.928452
10126,46d116,384ea6,7,1,7,2020-02-24 15:27:20.207368
10127,46d116,384ea6,7,2,8,2020-02-24 15:27:48.064245
10128,46d116,384ea6,9,1,9,2020-02-24 15:27:48.14763
10129,46d116,384ea6,9,2,10,2020-02-24 15:28:09.096695
10130,707ad8,4dda01,1,1,1,2020-04-08 08:08:35.893586
10131,707ad8,4dda01,3,1,2,2020-04-08 08:09:07.868589
10132,707ad8,4dda01,3,2,3,2020-04-08 08:09:26.434588
10133,707ad8,4dda01,4,1,4,2020-04-08 08:09:32.032589
10134,707ad8,4dda01,5,1,5,2020-04-08 08:09:59.455112
10135,707ad8,4dda01,6,1,6,2020-04-08 08:10:30.376588
10136,707ad8,4dda01,6,2,7,2020-04-08 08:10:47.128
10137,707ad8,4dda01,9,1,8,2020-04-08 08:10:55.295849
10138,707ad8,4dda01,10,1,9,2020-04-08 08:11:44.658442
10139,707ad8,4dda01,10,2,10,2020-04-08 08:12:08.743741
10140,707ad8,4dda01,11,1,11,2020-04-08 08:12:46.614567
10141,707ad8,4dda01,11,2,12,2020-04-08 08:13:28.623952
10142,2af3ca,6ec64a,1,1,1,2020-02-04 23:27:47.297605
10143,2af3ca,6ec64a,2,1,2,2020-02-04 23:28:46.279653
10144,2af3ca,6ec64a,4,1,3,2020-02-04 23:29:20.675983
10145,2af3ca,6ec64a,7,1,4,2020-02-04 23:29:48.900626
10146,2af3ca,6ec64a,8,1,5,2020-02-04 23:29:48.955244
10147,2af3ca,6ec64a,9,1,6,2020-02-04 23:29:51.542441
10148,2af3ca,6ec64a,9,2,7,2020-02-04 23:29:54.927824
10149,2af3ca,6ec64a,10,1,8,2020-02-04 23:30:11.27306
10150,2af3ca,6ec64a,10,2,9,2020-02-04 23:30:42.884581
10151,2af3ca,6ec64a,12,1,10,2020-02-04 23:31:10.019644
10152,2af3ca,6ec64a,13,3,11,2020-02-04 23:31:25.391923
10153,b6852e,2f3541,1,1,1,2020-03-02 10:08:13.570601
10154,b6852e,2f3541,2,1,2,2020-03-02 10:08:34.948253
10155,b6852e,2f3541,4,1,3,2020-03-02 10:08:35.097149
10156,b6852e,2f3541,7,1,4,2020-03-02 10:09:04.538104
10157,b6852e,2f3541,7,2,5,2020-03-02 10:10:00.513683
10158,b6852e,2f3541,8,1,6,2020-03-02 10:10:25.53987
10159,b6852e,2f3541,9,1,7,2020-03-02 10:10:44.954137
10160,b6852e,2f3541,11,1,8,2020-03-02 10:10:48.69272
10161,b6852e,2f3541,11,2,9,2020-03-02 10:11:41.377537
10162,b6852e,2f3541,12,1,10,2020-03-02 10:12:15.512258
10163,72873f,d0ab67,1,1,1,2020-02-09 18:18:49.973377
10164,72873f,d0ab67,2,1,2,2020-02-09 18:19:00.358213
10165,72873f,d0ab67,7,1,3,2020-02-09 18:19:41.683919
10166,72873f,d0ab67,9,1,4,2020-02-09 18:20:24.488053
10167,72873f,d0ab67,9,2,5,2020-02-09 18:20:32.643997
10168,72873f,d0ab67,12,1,6,2020-02-09 18:20:54.749129
10169,72873f,d0ab67,13,3,7,2020-02-09 18:20:58.036563
10170,d24165,8f1274,1,1,1,2020-02-22 11:03:05.443108
10171,d24165,8f1274,5,1,2,2020-02-22 11:03:51.401292
10172,d24165,8f1274,6,1,3,2020-02-22 11:04:45.934049
10173,d24165,8f1274,6,2,4,2020-02-22 11:05:10.871643
10174,d24165,8f1274,7,1,5,2020-02-22 11:06:01.657899
10175,d24165,8f1274,7,2,6,2020-02-22 11:06:38.26898
10176,9c1dbb,25c0ae,1,1,1,2020-04-09 20:10:52.810186
10177,9c1dbb,25c0ae,2,1,2,2020-04-09 20:10:53.280326
10178,9c1dbb,25c0ae,3,1,3,2020-04-09 20:11:13.653986
10179,9c1dbb,25c0ae,4,1,4,2020-04-09 20:11:59.808461
10180,9c1dbb,25c0ae,4,2,5,2020-04-09 20:12:51.340544
10181,9c1dbb,25c0ae,7,1,6,2020-04-09 20:13:47.477742
10182,9c1dbb,25c0ae,7,2,7,2020-04-09 20:14:34.963712
10183,9c1dbb,25c0ae,9,1,8,2020-04-09 20:15:32.383805
10184,9c1dbb,25c0ae,9,2,9,2020-04-09 20:16:05.217088
10185,9c1dbb,25c0ae,11,1,10,2020-04-09 20:16:11.06044
10186,9c1dbb,25c0ae,11,2,11,2020-04-09 20:16:28.607994
10187,8baa69,7dbef1,1,1,1,2020-01-24 20:17:07.546596
10188,8baa69,7dbef1,3,1,2,2020-01-24 20:17:10.07218
10189,8baa69,7dbef1,4,1,3,2020-01-24 20:17:31.394032
10190,8baa69,7dbef1,4,2,4,2020-01-24 20:17:55.247165
10191,8baa69,7dbef1,5,1,5,2020-01-24 20:18:34.751776
10192,8baa69,7dbef1,5,2,6,2020-01-24 20:19:16.422798
10193,8baa69,7dbef1,6,1,7,2020-01-24 20:19:50.588308
10194,8baa69,7dbef1,9,1,8,2020-01-24 20:20:35.686976
10195,8baa69,7dbef1,9,2,9,2020-01-24 20:21:11.806481
10196,8baa69,7dbef1,11,1,10,2020-01-24 20:21:49.215737
10197,8baa69,7dbef1,12,1,11,2020-01-24 20:22:28.150729
10198,8baa69,7dbef1,13,3,12,2020-01-24 20:22:47.186507
10199,2563cd,a6aa7d,1,1,1,2020-03-05 00:20:34.323398
10200,2563cd,a6aa7d,2,1,2,2020-03-05 00:21:19.464193
10201,2563cd,a6aa7d,3,1,3,2020-03-05 00:21:46.969187
10202,2563cd,a6aa7d,4,1,4,2020-03-05 00:22:40.519075
10203,2563cd,a6aa7d,5,1,5,2020-03-05 00:23:15.542847
10204,2563cd,a6aa7d,5,2,6,2020-03-05 00:23:55.40437
10205,2563cd,a6aa7d,6,1,7,2020-03-05 00:24:26.895327
10206,2563cd,a6aa7d,7,1,8,2020-03-05 00:25:08.401904
10207,2563cd,a6aa7d,7,2,9,2020-03-05 00:25:55.470955
10208,2563cd,a6aa7d,8,1,10,2020-03-05 00:26:32.049234
10209,2563cd,a6aa7d,8,2,11,2020-03-05 00:27:05.52525
10210,bfeac4,eddbd6,1,1,1,2020-02-25 18:08:42.515534
10211,bfeac4,eddbd6,2,1,2,2020-02-25 18:09:02.839091
10212,bfeac4,eddbd6,6,1,3,2020-02-25 18:10:00.489365
10213,bfeac4,eddbd6,8,1,4,2020-02-25 18:10:03.57008
10214,bfeac4,eddbd6,8,2,5,2020-02-25 18:10:48.108419
10215,bfeac4,eddbd6,12,1,6,2020-02-25 18:11:36.427279
10216,bfeac4,eddbd6,13,3,7,2020-02-25 18:11:37.722934
10217,666ef6,236a79,1,1,1,2020-02-26 06:49:07.146098
10218,666ef6,236a79,3,1,2,2020-02-26 06:49:09.151261
10219,666ef6,236a79,7,1,3,2020-02-26 06:49:45.811481
10220,666ef6,236a79,8,1,4,2020-02-26 06:49:47.960661
10221,666ef6,236a79,8,2,5,2020-02-26 06:50:30.318243
10222,666ef6,236a79,12,1,6,2020-02-26 06:51:11.43746
10223,666ef6,236a79,13,3,7,2020-02-26 06:51:52.383997
10224,fd3416,f7d953,1,1,1,2020-03-30 15:29:23.786606
10225,fd3416,f7d953,2,1,2,2020-03-30 15:30:10.366742
10226,fd3416,f7d953,3,1,3,2020-03-30 15:31:09.482382
10227,fd3416,f7d953,3,2,4,2020-03-30 15:31:38.573406
10228,fd3416,f7d953,4,1,5,2020-03-30 15:32:11.027518
10229,fd3416,f7d953,7,1,6,2020-03-30 15:33:05.419019
10230,fd3416,f7d953,10,1,7,2020-03-30 15:33:27.882234
10231,fd3416,f7d953,11,1,8,2020-03-30 15:34:21.325252
10232,fd3416,f7d953,12,1,9,2020-03-30 15:34:47.41553
10233,fd3416,f7d953,13,3,10,2020-03-30 15:35:04.870368
10234,c2d709,4ecb83,1,1,1,2020-03-02 16:48:37.432884
10235,c2d709,4ecb83,2,1,2,2020-03-02 16:48:57.48885
10236,c2d709,4ecb83,3,1,3,2020-03-02 16:49:26.478786
10237,c2d709,4ecb83,4,1,4,2020-03-02 16:50:08.509661
10238,c2d709,4ecb83,4,2,5,2020-03-02 16:50:38.358903
10239,c2d709,4ecb83,5,1,6,2020-03-02 16:51:08.980152
10240,c2d709,4ecb83,11,1,7,2020-03-02 16:51:17.43964
10241,c2d709,4ecb83,11,2,8,2020-03-02 16:51:34.998833
10242,c2d709,4ecb83,12,1,9,2020-03-02 16:51:43.539662
10243,c2d709,4ecb83,13,3,10,2020-03-02 16:51:52.188869
10244,e362d7,7d03cf,1,1,1,2020-03-10 14:37:49.436131
10245,e362d7,7d03cf,5,1,2,2020-03-10 14:38:32.842435
10246,e362d7,7d03cf,6,1,3,2020-03-10 14:39:24.658331
10247,e362d7,7d03cf,7,1,4,2020-03-10 14:39:34.01213
10248,e362d7,7d03cf,7,2,5,2020-03-10 14:39:40.376793
10249,e362d7,7d03cf,10,1,6,2020-03-10 14:39:56.557761
10250,e362d7,7d03cf,11,1,7,2020-03-10 14:40:22.245496
10251,e362d7,7d03cf,12,1,8,2020-03-10 14:40:32.207685
10252,23e93e,e974ed,1,1,1,2020-03-10 13:57:28.684309
10253,23e93e,e974ed,2,1,2,2020-03-10 13:57:55.466655
10254,23e93e,e974ed,3,1,3,2020-03-10 13:58:19.17119
10255,23e93e,e974ed,10,1,4,2020-03-10 13:58:23.372504
10256,23e93e,e974ed,11,1,5,2020-03-10 13:58:49.578612
10257,23e93e,e974ed,11,2,6,2020-03-10 13:59:18.212198
10258,430d59,c39c27,1,1,1,2020-02-29 16:27:22.704421
10259,430d59,c39c27,2,1,2,2020-02-29 16:27:35.854103
10260,430d59,c39c27,5,1,3,2020-02-29 16:27:44.361465
10261,430d59,c39c27,5,2,4,2020-02-29 16:28:23.739694
10262,430d59,c39c27,6,1,5,2020-02-29 16:28:57.767779
10263,430d59,c39c27,7,1,6,2020-02-29 16:29:34.369936
10264,430d59,c39c27,8,1,7,2020-02-29 16:30:24.853639
10265,430d59,c39c27,9,1,8,2020-02-29 16:30:48.734124
10266,430d59,c39c27,9,2,9,2020-02-29 16:30:58.560285
10267,430d59,c39c27,11,1,10,2020-02-29 16:31:22.783229
10268,430d59,c39c27,11,2,11,2020-02-29 16:31:53.347124
10269,430d59,c39c27,12,1,12,2020-02-29 16:31:54.956702
10270,430d59,c39c27,13,3,13,2020-02-29 16:32:13.843287
10271,910d9a,d518ea,1,1,1,2020-02-01 10:40:46.875968
10272,910d9a,d518ea,2,1,2,2020-02-01 10:41:25.307632
10273,910d9a,d518ea,3,1,3,2020-02-01 10:41:41.535215
10274,910d9a,d518ea,6,1,4,2020-02-01 10:41:57.704426
10275,910d9a,d518ea,8,1,5,2020-02-01 10:42:31.870133
10276,910d9a,d518ea,8,2,6,2020-02-01 10:43:12.305435
10277,910d9a,d518ea,9,1,7,2020-02-01 10:44:04.489621
10278,910d9a,d518ea,10,1,8,2020-02-01 10:44:26.868763
10279,910d9a,d518ea,12,1,9,2020-02-01 10:44:39.702306
10280,7d6f41,c62e72,1,1,1,2020-02-20 15:32:47.258797
10281,7d6f41,c62e72,2,1,2,2020-02-20 15:33:03.451905
10282,7d6f41,c62e72,3,1,3,2020-02-20 15:33:45.592316
10283,7d6f41,c62e72,5,1,4,2020-02-20 15:34:43.259519
10284,7d6f41,c62e72,5,2,5,2020-02-20 15:35:12.687537
10285,7d6f41,c62e72,7,1,6,2020-02-20 15:35:37.217664
10286,7d6f41,c62e72,7,2,7,2020-02-20 15:36:08.705539
10287,7d6f41,c62e72,8,1,8,2020-02-20 15:36:42.894426
10288,7d6f41,c62e72,9,1,9,2020-02-20 15:37:37.158508
10289,7d6f41,c62e72,9,2,10,2020-02-20 15:38:32.182079
10290,7d6f41,c62e72,10,1,11,2020-02-20 15:39:15.600585
10291,7d6f41,c62e72,11,1,12,2020-02-20 15:40:11.4181
10292,7d6f41,c62e72,11,2,13,2020-02-20 15:41:07.137654
10293,7d6f41,c62e72,12,1,14,2020-02-20 15:41:41.161706
10294,7d6f41,c62e72,13,3,15,2020-02-20 15:42:22.746288
10295,26addc,ade5b6,1,1,1,2020-03-03 06:59:15.307058
10296,26addc,ade5b6,3,1,2,2020-03-03 06:59:18.787353
10297,26addc,ade5b6,4,1,3,2020-03-03 07:00:07.508529
10298,26addc,ade5b6,11,1,4,2020-03-03 07:00:53.989983
10299,31dea7,78ce0d,1,1,1,2020-04-28 19:22:37.537695
10300,31dea7,78ce0d,2,1,2,2020-04-28 19:22:57.845716
10301,31dea7,78ce0d,3,1,3,2020-04-28 19:23:56.708769
10302,31dea7,78ce0d,3,2,4,2020-04-28 19:24:29.113307
10303,31dea7,78ce0d,5,1,5,2020-04-28 19:24:47.109657
10304,31dea7,78ce0d,10,1,6,2020-04-28 19:25:38.478433
10305,31dea7,78ce0d,11,1,7,2020-04-28 19:26:01.460749
10306,31dea7,78ce0d,11,2,8,2020-04-28 19:26:48.008594
10307,31dea7,78ce0d,12,1,9,2020-04-28 19:27:43.266249
10308,31dea7,78ce0d,13,3,10,2020-04-28 19:28:27.366432
10309,ceacc6,a3dced,1,1,1,2020-03-15 13:40:37.139436
10310,ceacc6,a3dced,2,1,2,2020-03-15 13:41:14.245858
10311,ceacc6,a3dced,6,1,3,2020-03-15 13:41:36.049852
10312,ceacc6,a3dced,6,2,4,2020-03-15 13:42:32.187583
10313,ceacc6,a3dced,8,1,5,2020-03-15 13:43:29.219179
10314,ceacc6,a3dced,8,2,6,2020-03-15 13:44:03.185971
10315,ceacc6,a3dced,10,1,7,2020-03-15 13:44:10.368387
10316,ceacc6,a3dced,11,1,8,2020-03-15 13:44:39.866005
10317,ceacc6,a3dced,12,1,9,2020-03-15 13:44:55.449998
10318,ceacc6,a3dced,13,3,10,2020-03-15 13:45:41.371102
10319,b96f03,4e36aa,1,1,1,2020-04-05 19:27:19.276905
10320,b96f03,4e36aa,2,1,2,2020-04-05 19:27:20.469761
10321,b96f03,4e36aa,3,1,3,2020-04-05 19:27:29.68747
10322,b96f03,4e36aa,3,2,4,2020-04-05 19:27:33.760216
10323,b96f03,4e36aa,4,1,5,2020-04-05 19:27:50.18703
10324,b96f03,4e36aa,6,1,6,2020-04-05 19:28:14.665455
10325,b96f03,4e36aa,6,2,7,2020-04-05 19:28:31.414313
10326,b96f03,4e36aa,7,1,8,2020-04-05 19:29:13.663813
10327,b96f03,4e36aa,12,1,9,2020-04-05 19:29:22.589209
10328,b96f03,4e36aa,13,3,10,2020-04-05 19:30:05.077959
10329,41c012,41004f,1,1,1,2020-04-10 11:25:10.942466
10330,41c012,41004f,2,1,2,2020-04-10 11:25:49.962011
10331,41c012,41004f,6,1,3,2020-04-10 11:26:41.083748
10332,41c012,41004f,6,2,4,2020-04-10 11:27:18.915073
10333,41c012,41004f,7,1,5,2020-04-10 11:27:38.064956
10334,41c012,41004f,9,1,6,2020-04-10 11:28:22.873137
10335,41c012,41004f,9,2,7,2020-04-10 11:28:58.313823
10336,41c012,41004f,12,1,8,2020-04-10 11:29:34.285735
10337,41c012,41004f,13,3,9,2020-04-10 11:29:49.840623
10338,24f78a,ffdd7e,1,1,1,2020-02-28 12:41:06.978441
10339,24f78a,ffdd7e,2,1,2,2020-02-28 12:41:23.958434
10340,24f78a,ffdd7e,3,1,3,2020-02-28 12:41:53.620186
10341,24f78a,ffdd7e,3,2,4,2020-02-28 12:42:21.477095
10342,24f78a,ffdd7e,4,1,5,2020-02-28 12:43:21.330868
10343,24f78a,ffdd7e,4,2,6,2020-02-28 12:43:34.170439
10344,24f78a,ffdd7e,5,1,7,2020-02-28 12:43:54.513492
10345,24f78a,ffdd7e,6,1,8,2020-02-28 12:44:28.696581
10346,24f78a,ffdd7e,6,2,9,2020-02-28 12:45:23.855971
10347,24f78a,ffdd7e,8,1,10,2020-02-28 12:45:31.275847
10348,24f78a,ffdd7e,8,2,11,2020-02-28 12:46:06.586139
10349,24f78a,ffdd7e,11,1,12,2020-02-28 12:46:26.544881
10350,24f78a,ffdd7e,12,1,13,2020-02-28 12:47:01.099698
10351,2c54db,91c1e4,1,1,1,2020-04-01 10:00:16.948838
10352,2c54db,91c1e4,2,1,2,2020-04-01 10:01:04.774587
10353,2c54db,91c1e4,3,1,3,2020-04-01 10:01:41.495498
10354,2c54db,91c1e4,4,1,4,2020-04-01 10:02:00.608658
10355,2c54db,91c1e4,5,1,5,2020-04-01 10:02:36.474527
10356,2c54db,91c1e4,5,2,6,2020-04-01 10:03:19.732151
10357,2c54db,91c1e4,6,1,7,2020-04-01 10:03:32.981045
10358,2c54db,91c1e4,7,1,8,2020-04-01 10:03:56.338478
10359,2c54db,91c1e4,7,2,9,2020-04-01 10:04:24.65422
10360,2c54db,91c1e4,8,1,10,2020-04-01 10:05:06.911608
10361,2c54db,91c1e4,10,1,11,2020-04-01 10:05:41.926247
10362,2c54db,91c1e4,10,2,12,2020-04-01 10:05:58.108217
10363,2c54db,91c1e4,11,1,13,2020-04-01 10:06:54.9133
10364,2c54db,91c1e4,11,2,14,2020-04-01 10:07:01.031654
10365,2c54db,91c1e4,12,1,15,2020-04-01 10:07:05.976895
10366,2c54db,91c1e4,13,3,16,2020-04-01 10:07:32.227569
10367,757263,f06f29,1,1,1,2020-02-17 05:25:57.543611
10368,757263,f06f29,2,1,2,2020-02-17 05:26:23.417102
10369,757263,f06f29,4,1,3,2020-02-17 05:26:56.89792
10370,757263,f06f29,4,2,4,2020-02-17 05:27:10.228565
10371,757263,f06f29,5,1,5,2020-02-17 05:27:48.142542
10372,757263,f06f29,5,2,6,2020-02-17 05:28:28.960468
10373,757263,f06f29,6,1,7,2020-02-17 05:28:44.418363
10374,757263,f06f29,7,1,8,2020-02-17 05:29:12.590527
10375,757263,f06f29,7,2,9,2020-02-17 05:29:35.026366
10376,757263,f06f29,12,1,10,2020-02-17 05:29:56.531869
10377,d1ccf8,f57804,1,1,1,2020-04-28 17:30:10.907237
10378,d1ccf8,f57804,2,1,2,2020-04-28 17:30:38.262115
10379,d1ccf8,f57804,9,1,3,2020-04-28 17:31:27.198253
10380,c98aa8,caf192,1,1,1,2020-01-24 06:47:08.071538
10381,c98aa8,caf192,3,1,2,2020-01-24 06:47:34.835122
10382,c98aa8,caf192,4,1,3,2020-01-24 06:48:08.315878
10383,c98aa8,caf192,4,2,4,2020-01-24 06:48:41.646047
10384,c98aa8,caf192,5,1,5,2020-01-24 06:49:09.875028
10385,c98aa8,caf192,5,2,6,2020-01-24 06:49:34.460312
10386,c98aa8,caf192,7,1,7,2020-01-24 06:50:32.639368
10387,c98aa8,caf192,8,1,8,2020-01-24 06:50:33.734266
10388,c98aa8,caf192,12,1,9,2020-01-24 06:50:36.604111
10389,c98aa8,caf192,13,3,10,2020-01-24 06:51:17.937185
10390,6bdd64,cbcee5,1,1,1,2020-03-01 14:06:38.800978
10391,6bdd64,cbcee5,2,1,2,2020-03-01 14:07:30.308181
10392,6bdd64,cbcee5,4,1,3,2020-03-01 14:08:03.481218
10393,6bdd64,cbcee5,9,1,4,2020-03-01 14:08:05.349592
10394,6bdd64,cbcee5,10,1,5,2020-03-01 14:08:10.932472
10395,6bdd64,cbcee5,11,1,6,2020-03-01 14:08:58.025364
10396,6bdd64,cbcee5,11,2,7,2020-03-01 14:09:39.154213
10397,cc31c9,51f73c,1,1,1,2020-02-27 06:17:03.641747
10398,cc31c9,51f73c,2,1,2,2020-02-27 06:17:53.7074
10399,cc31c9,51f73c,4,1,3,2020-02-27 06:18:26.559345
10400,cc31c9,51f73c,4,2,4,2020-02-27 06:18:42.578478
10401,cc31c9,51f73c,5,1,5,2020-02-27 06:19:07.643818
10402,cc31c9,51f73c,7,1,6,2020-02-27 06:19:40.786499
10403,cc31c9,51f73c,7,2,7,2020-02-27 06:20:04.249216
10404,cc31c9,51f73c,8,1,8,2020-02-27 06:20:38.342874
10405,cc31c9,51f73c,10,1,9,2020-02-27 06:20:38.922909
10406,cc31c9,51f73c,10,2,10,2020-02-27 06:21:34.61483
10407,cc31c9,51f73c,11,1,11,2020-02-27 06:21:46.567976
10408,cc31c9,51f73c,11,2,12,2020-02-27 06:22:44.011014
10409,cc31c9,51f73c,12,1,13,2020-02-27 06:23:05.856872
10410,cc31c9,51f73c,13,3,14,2020-02-27 06:23:12.337617
10411,615363,8348c8,1,1,1,2020-02-09 07:18:32.902266
10412,615363,8348c8,2,1,2,2020-02-09 07:19:09.449017
10413,615363,8348c8,7,1,3,2020-02-09 07:19:52.972028
10414,615363,8348c8,7,2,4,2020-02-09 07:20:39.963591
10415,615363,8348c8,8,1,5,2020-02-09 07:21:28.411294
10416,615363,8348c8,8,2,6,2020-02-09 07:21:56.240181
10417,615363,8348c8,9,1,7,2020-02-09 07:22:05.341978
10418,615363,8348c8,11,1,8,2020-02-09 07:22:47.788629
10419,615363,8348c8,12,1,9,2020-02-09 07:23:04.611255
10420,615363,8348c8,13,3,10,2020-02-09 07:23:57.151932
10421,18148f,a4556b,1,1,1,2020-02-23 16:20:13.407847
10422,18148f,a4556b,2,1,2,2020-02-23 16:21:10.04508
10423,18148f,a4556b,6,1,3,2020-02-23 16:21:10.995592
10424,18148f,a4556b,8,1,4,2020-02-23 16:22:07.230147
10425,18148f,a4556b,8,2,5,2020-02-23 16:23:04.39774
10426,18148f,a4556b,9,1,6,2020-02-23 16:23:12.57376
10427,18148f,a4556b,9,2,7,2020-02-23 16:24:00.402024
10428,18148f,a4556b,10,1,8,2020-02-23 16:24:20.627081
10429,18148f,a4556b,12,1,9,2020-02-23 16:24:48.100747
10430,aeca8e,40d12c,1,1,1,2020-03-10 06:27:27.328938
10431,aeca8e,40d12c,4,1,2,2020-03-10 06:28:10.097311
10432,aeca8e,40d12c,9,1,3,2020-03-10 06:28:54.929512
